"variable","zero_coef"
"(Intercept)",0.745490828621282
"Appalachia",0.258505772593459
"Delta",0.179124639537239
"GL_Midwest",0.146850127139735
"Heartland",0.254299834636413
"NorthCentral",-0.00612591503868376
"Northwest",0.102249853926137
"RioGrande",0.0431955578343727
"Southeast",0.272276650847689
"Southwest",0.119281370868938
"rural",0.463282803236936
