"variable","zero_coef"
"(Intercept)",0.744421212231006
"Appalachia",0.258054703462988
"Delta",0.178446460322282
"GL_Midwest",0.146755912128569
"Heartland",0.253902506182386
"RemoteAreas",1.25402283815094
"NorthCentral",-0.00642253097954068
"Northwest",0.102354234871489
"RioGrande",0.0429839579952132
"Southeast",0.272266561001413
"Southwest",0.119425301662348
"rural",0.466839845964855
