"variable","zero_coef"
"(Intercept)",0.939286994684186
"Appalachia",0.47605735102697
"Delta",0.0386752249639566
"GL_Midwest",-0.0277541479625153
"Heartland",0.19686052803156
"RemoteAreas",0.671104740736772
"NorthCentral",-0.342511244288369
"Northwest",-0.173300331499608
"RioGrande",0.269853943085634
"Southeast",-0.173050702984591
"Southwest",-0.51224424275566
"rural",0.191068217661595
