"variable","zero_coef"
"(Intercept)",1.39760410660478
"Appalachia",0.410704052809421
"Delta",0.536263507038373
"GL_Midwest",0.275854227274687
"Heartland",0.462165881273715
"NorthCentral",0.254490973625984
"Northwest",0.332378908021538
"RioGrande",0.580059889627777
"Southeast",0.10298749245726
"Southwest",0.120154331507702
"rural",0.172267589841755
