"variable","zero_coef"
"(Intercept)",0.953972362791667
"Appalachia",0.954468813633018
"Delta",0.242996110869225
"GL_Midwest",0.46861723551255
"Heartland",0.836171370782729
"NorthCentral",0.260515373431504
"Northwest",-0.0989088589063503
"RioGrande",0.00504931713676675
"Southeast",0.346712179560683
"Southwest",-0.400724950155281
"rural",1.11803119575991
