"variable","zero_coef"
"(Intercept)",1.83739938764738
"Appalachia",0.566804084281376
"Delta",0.419323611182771
"GL_Midwest",0.439059913133532
"Heartland",0.731430236681577
"NorthCentral",0.20878006099801
"Northwest",-0.0586202027125512
"RioGrande",0.0603612550999545
"Southeast",0.582984283961559
"Southwest",0.098480114778084
"rural",1.04751825806398
