"variable","zero_coef"
"(Intercept)",-1.19433282670656
"Appalachia",-0.156088020546925
"Delta",-1.17116293629749
"GL_Midwest",0.0754470022134239
"Heartland",-0.660515541561044
"NorthCentral",-0.419142150428042
"Northwest",0.0101266890196284
"RioGrande",-0.589520763449195
"Southeast",-0.782489354171307
"Southwest",0.0238106877669521
"rural",-0.423448688427153
