"variable","zero_coef"
"(Intercept)",-0.875400683511709
"Appalachia",0.402170308557663
"Delta",0.95458035579136
"GL_Midwest",0.226577233899876
"Heartland",0.538616226254505
"NorthCentral",0.0102657836618285
"Northwest",-1.12381244436038
"RioGrande",0.0399224472103797
"Southeast",-0.102384133965778
"Southwest",-0.433395693948581
"rural",0.510601160263855
