"variable","zero_coef"
"(Intercept)",0.590998215000072
"Appalachia",0.30410311506656
"Delta",0.18370367959439
"GL_Midwest",0.427967183117313
"Heartland",0.272091359274659
"NorthCentral",0.402846203335148
"Northwest",0.25261467275491
"RioGrande",0.0427887692354229
"Southeast",0.253420171009855
"Southwest",0.24002775699687
"rural",0.419706971100357
