"variable","zero_coef"
"(Intercept)",0.0687393099323114
"Appalachia",-0.258373654925326
"Delta",-0.394772018565301
"GL_Midwest",-0.057320730326117
"Heartland",-0.410200229342757
"NorthCentral",0.259043499707545
"Northwest",0.617319530090976
"RioGrande",-0.00937297797601982
"Southeast",0.19464761262138
"Southwest",0.576479938453002
"rural",-0.454787881753398
