"variable","zero_coef"
"(Intercept)",0.482382699093967
"Appalachia",0.0662311362495279
"Delta",0.0537617101406171
"GL_Midwest",0.198599729791148
"Heartland",-0.0410028862871841
"RemoteAreas",0.252942816081279
"NorthCentral",0.137907427240391
"Northwest",0.124094576870125
"RioGrande",-0.2359319804836
"Southeast",0.261653860698183
"Southwest",0.271581652506691
"rural",0.0791548513490498
