"variable","zero_coef"
"(Intercept)",0.591621846032746
"Appalachia",0.305172139796037
"Delta",0.185101976204535
"GL_Midwest",0.428148360126392
"Heartland",0.272832660175634
"RemoteAreas",-0.191945781307511
"NorthCentral",0.403036862637423
"Northwest",0.253118765195777
"RioGrande",0.0422244777370528
"Southeast",0.253510427578533
"Southwest",0.239227420128279
"rural",0.411765019463438
