"variable","zero_coef"
"(Intercept)",0.954703013617979
"Appalachia",0.955272388269312
"Delta",0.244124082944487
"GL_Midwest",0.468642650207018
"Heartland",0.836479331463885
"RemoteAreas",0.923870781051611
"NorthCentral",0.260762062563656
"Northwest",-0.0989021070392856
"RioGrande",0.00522741794088119
"Southeast",0.346627451183126
"Southwest",-0.401325352910641
"rural",1.10788267650722
