"variable","zero_coef"
"(Intercept)",0.939130011244644
"Appalachia",0.475995795473779
"Delta",0.0384608014658268
"GL_Midwest",-0.0277858576386906
"Heartland",0.196725750646735
"NorthCentral",-0.342319347927152
"Northwest",-0.173179581129238
"RioGrande",0.269756093430855
"Southeast",-0.173124199978867
"Southwest",-0.512189574990631
"rural",0.19234803580986
