"","ZCTA","zip_code","dense"
"1","10001",10123,46614.5065487019
"2","10001",10120,46614.5065487019
"3","10001",10001,46614.5065487019
"4","10001",10118,46614.5065487019
"5","10001",10122,46614.5065487019
"6","10002",10002,91837.6551321228
"7","10003",10003,94165.5309092127
"8","10004",10041,8505.75202786929
"9","10004",10045,8505.75202786929
"10","10004",10004,8505.75202786929
"11","10005",10270,126778.06528183
"12","10005",10005,126778.06528183
"13","10006",10006,46244.5101953541
"14","10007",10285,48794.4582659032
"15","10007",10007,48794.4582659032
"16","10007",10249,48794.4582659032
"17","10007",10043,48794.4582659032
"18","10007",10008,48794.4582659032
"19","10007",10212,48794.4582659032
"20","10007",10260,48794.4582659032
"21","10007",10242,48794.4582659032
"22","10007",10286,48794.4582659032
"23","10007",10256,48794.4582659032
"24","10007",10203,48794.4582659032
"25","10007",10081,48794.4582659032
"26","10007",10213,48794.4582659032
"27","10007",10080,48794.4582659032
"28","10007",10258,48794.4582659032
"29","10007",10259,48794.4582659032
"30","10007",10265,48794.4582659032
"31","10007",10273,48794.4582659032
"32","10009",10009,94598.9874834979
"33","10010",10010,86520.4444796123
"34","10011",10011,76200.8464310151
"35","10012",10012,67436.4403909235
"36","10013",10013,51830.6560435281
"37","10014",10014,61400.29231959
"38","10016",10016,98761.0191956455
"39","10016",10158,98761.0191956455
"40","10017",10178,50303.0778568108
"41","10017",10017,50303.0778568108
"42","10017",10176,50303.0778568108
"43","10018",10018,25474.510878629
"44","10019",10019,67198.7611367771
"45","10019",10106,67198.7611367771
"46","10019",10104,67198.7611367771
"47","10019",10107,67198.7611367771
"48","10019",10105,67198.7611367771
"49","10019",10151,67198.7611367771
"50","10020",10020,0
"51","10021",10021,110722.77619397
"52","10022",10155,77445.864019464
"53","10022",10022,77445.864019464
"54","10023",10023,69606.5472245161
"55","10024",10116,70694.091671313
"56","10024",10124,70694.091671313
"57","10024",10114,70694.091671313
"58","10024",10102,70694.091671313
"59","10024",10126,70694.091671313
"60","10024",10261,70694.091671313
"61","10024",10272,70694.091671313
"62","10024",10113,70694.091671313
"63","10024",10157,70694.091671313
"64","10024",10108,70694.091671313
"65","10024",10130,70694.091671313
"66","10024",10060,70694.091671313
"67","10024",10274,70694.091671313
"68","10024",10156,70694.091671313
"69","10024",10117,70694.091671313
"70","10024",10138,70694.091671313
"71","10024",10125,70694.091671313
"72","10024",10132,70694.091671313
"73","10024",10087,70694.091671313
"74","10024",10161,70694.091671313
"75","10024",10055,70694.091671313
"76","10024",10101,70694.091671313
"77","10024",10277,70694.091671313
"78","10024",10164,70694.091671313
"79","10024",10109,70694.091671313
"80","10024",10024,70694.091671313
"81","10024",10150,70694.091671313
"82","10024",10163,70694.091671313
"83","10024",10131,70694.091671313
"84","10024",10160,70694.091671313
"85","10024",10090,70694.091671313
"86","10024",10133,70694.091671313
"87","10024",10179,70694.091671313
"88","10024",10268,70694.091671313
"89","10024",10269,70694.091671313
"90","10024",10275,70694.091671313
"91","10024",10185,70694.091671313
"92","10024",10276,70694.091671313
"93","10024",10211,70694.091671313
"94","10024",10159,70694.091671313
"95","10024",10129,70694.091671313
"96","10025",10025,104880.044483881
"97","10026",10026,96827.1838855334
"98","10027",10027,69042.2884732066
"99","10028",10028,144292.486378268
"100","10029",10029,64897.5295766834
"101","10030",10030,111017.32003207
"102","10031",10031,90123.4724720012
"103","10032",10032,82628.2154167775
"104","10033",10033,89883.7707697354
"105","10034",10034,38179.8065616819
"106","10035",10035,27823.3175297395
"107","10036",10036,68395.7984923159
"108","10037",10037,78745.8995305306
"109","10038",10038,80869.5890908708
"110","10039",10039,101987.397789747
"111","10040",10040,73335.5199032618
"112","10044",10044,52149.5992892031
"113","10065",10065,74083.658395339
"114","10069",10069,162647.977558003
"115","10075",10075,126255.781786712
"116","10103",10103,0
"117","10110",10110,0
"118","10111",10111,0
"119","10112",10112,0
"120","10115",10115,0
"121","10119",10121,0
"122","10119",10119,0
"123","10128",10128,130257.388555631
"124","10152",10152,0
"125","10153",10153,0
"126","10154",10154,0
"127","10162",10162,138228.280387214
"128","10165",10165,0
"129","10167",10167,0
"130","10168",10168,0
"131","10169",10166,0
"132","10169",10169,0
"133","10170",10170,0
"134","10171",10171,0
"135","10172",10172,0
"136","10173",10175,0
"137","10173",10173,0
"138","10174",10174,0
"139","10177",10177,0
"140","10199",10199,0
"141","10271",10271,0
"142","10278",10278,0
"143","10279",10279,43386.4385738518
"144","10280",10280,81184.6095574561
"145","10282",10281,86796.0406215198
"146","10282",10282,86796.0406215198
"147","10301",10301,10591.3700147233
"148","10302",10302,16504.1342119117
"149","10303",10303,8201.75659245793
"150","10304",10304,13132.7042990219
"151","10305",10305,10377.3229807342
"152","10306",10313,7919.48657472276
"153","10306",10306,7919.48657472276
"154","10307",10307,9185.07662713575
"155","10308",10308,13726.0621552624
"156","10309",10309,4813.59029729944
"157","10310",10310,14327.5438157199
"158","10311",10311,0
"159","10312",10312,9218.31793631414
"160","10314",10314,7197.07856731545
"161","10451",10451,46369.5290261082
"162","10452",10452,78134.9742483863
"163","10453",10453,86847.1571621674
"164","10454",10454,38081.0040666652
"165","10455",10455,61229.1059721925
"166","10456",10456,80786.4686300519
"167","10457",10457,60192.2506558372
"168","10458",10458,64491.6387165367
"169","10459",10459,59821.8251312162
"170","10460",10460,40770.8131740309
"171","10461",10461,21313.3957060144
"172","10462",10462,50385.580078957
"173","10463",10463,25200.6005290792
"174","10464",10464,1399.38818684282
"175","10465",10465,11850.0443253628
"176","10466",10466,36753.9881038314
"177","10467",10467,41322.8627357428
"178","10468",10468,76302.2716994885
"179","10469",10469,28797.5394626386
"180","10470",10470,10835.8721644956
"181","10471",10471,13659.5538023427
"182","10472",10472,59225.4282692126
"183","10473",10473,27961.0759191657
"184","10474",10474,7293.2552125206
"185","10475",10475,34418.7326420404
"186","10501",10501,895.60030149888
"187","10502",10502,2819.27098515003
"188","10503",10503,8544.31069772525
"189","10504",10504,486.803068012025
"190","10504",10610,486.803068012025
"191","10505",10505,1670.9053154037
"192","10506",10506,375.508733219026
"193","10507",10507,813.640979604454
"194","10509",10509,555.92517040926
"195","10510",10510,992.46337891651
"196","10511",10511,1527.12965906179
"197","10512",10512,464.481172220259
"198","10514",10514,961.004954454527
"199","10516",10516,178.184477775346
"200","10517",10517,1566.22550346636
"201","10518",10518,207.123280196368
"202","10519",10519,752.313296057338
"203","10520",10521,844.893491886848
"204","10520",10520,844.893491886848
"205","10522",10522,4691.63999700248
"206","10523",10523,2680.75036496865
"207","10524",10524,206.274412314805
"208","10526",10526,574.972828067265
"209","10527",10527,262.727362174079
"210","10528",10528,3657.72928043905
"211","10530",10530,3565.07535140925
"212","10532",10532,2245.34974001746
"213","10533",10533,2063.46046501352
"214","10535",10535,710.068570409527
"215","10536",10536,413.648654370378
"216","10537",10537,2254.00566526874
"217","10538",10538,5039.5976468973
"218","10541",10542,1055.39293735962
"219","10541",10541,1055.39293735962
"220","10541",10540,1055.39293735962
"221","10543",10543,4908.09724628888
"222","10545",10545,1455.35413246455
"223","10546",10546,1019.27236311101
"224","10547",10547,1502.78115394376
"225","10548",10548,2086.60579037053
"226","10549",10549,830.561430483754
"227","10550",10550,20154.8832655333
"228","10550",10551,20154.8832655333
"229","10552",10552,13027.0335666302
"230","10553",10553,15493.2392802855
"231","10560",10560,235.081070981672
"232","10562",10562,2493.85123078083
"233","10566",10566,5869.47085124136
"234","10567",10567,899.805560361371
"235","10570",10570,1880.65577472537
"236","10573",10573,7494.74972696933
"237","10576",10576,218.894806878226
"238","10577",10577,889.996279179389
"239","10578",10578,1051.89574328432
"240","10579",10579,254.169667270094
"241","10580",10580,2163.71924929298
"242","10583",10583,3268.03565646918
"243","10588",10588,1895.27058161531
"244","10589",10589,1055.71071628431
"245","10590",10590,548.973093564583
"246","10591",10591,2515.87739727196
"247","10594",10594,2137.03684883667
"248","10595",10595,1349.70269629039
"249","10596",10596,1103.12546497966
"250","10597",10597,198.793065520923
"251","10598",10587,1143.66036364113
"252","10598",10598,1143.66036364113
"253","10601",10601,16819.6066061282
"254","10601",10602,16819.6066061282
"255","10603",10603,5699.64111297095
"256","10604",10604,1805.74766018034
"257","10605",10605,3606.57900222057
"258","10606",10606,11829.9450469478
"259","10607",10607,2906.22688611215
"260","10701",10701,15997.2034383789
"261","10701",10702,15997.2034383789
"262","10703",10703,14084.2309928137
"263","10704",10704,11929.24646532
"264","10705",10705,18247.0554393343
"265","10706",10706,3424.07426276989
"266","10707",10707,7682.85949206057
"267","10708",10708,7481.75628489661
"268","10709",10709,6606.04392107375
"269","10710",10710,5580.07697177554
"270","10801",10801,12258.2305250439
"271","10801",10802,12258.2305250439
"272","10803",10803,5919.51206770321
"273","10804",10804,3559.84635478433
"274","10805",10805,12408.6638039056
"275","10901",10901,1113.90028284359
"276","10901",10982,1113.90028284359
"277","10910",10910,0
"278","10911",10911,19.3626233712057
"279","10913",10913,1285.62572535985
"280","10914",10914,278.981425474547
"281","10915",10915,0
"282","10916",10916,192.935166084822
"283","10917",10917,326.966873341699
"284","10918",10981,365.633686248566
"285","10918",10918,365.633686248566
"286","10919",10919,366.804198635829
"287","10920",10920,1903.47630779442
"288","10921",10921,527.875496295747
"289","10922",10922,517.405694513654
"290","10923",10923,4576.73404951312
"291","10924",10924,339.612464432348
"292","10925",10925,484.22823768407
"293","10926",10926,215.405320012693
"294","10927",10927,6189.35341686804
"295","10928",10928,630.681206206954
"296","10930",10930,644.969662316404
"297","10931",10931,472.049964109569
"298","10932",10932,90.3222209879046
"299","10933",10933,262.582234150152
"300","10940",10940,840.852337685944
"301","10941",10941,460.67958172417
"302","10950",10950,1776.97935630827
"303","10950",10949,1776.97935630827
"304","10952",10952,5272.75964994643
"305","10953",10953,0
"306","10954",10954,3987.8555479212
"307","10956",10956,2037.65129204506
"308","10958",10958,127.916063019825
"309","10960",10960,3237.51992629647
"310","10962",10962,944.315853513992
"311","10963",10963,298.429228588156
"312","10964",10964,573.258894829991
"313","10965",10965,2966.92711850517
"314","10968",10968,3867.50847261157
"315","10969",10969,121.767259922263
"316","10970",10970,1037.53179664663
"317","10973",10973,278.331065477351
"318","10974",10974,448.572879924702
"319","10975",10975,50.5191448492278
"320","10976",10976,1941.64551466094
"321","10977",10977,6346.96740914439
"322","10979",10979,2519.25355273009
"323","10980",10980,503.381981187095
"324","10983",10983,2636.12395343271
"325","10984",10984,1468.07089639377
"326","10985",10985,28.5560214556124
"327","10986",10986,141.817948986693
"328","10987",10987,121.132017391387
"329","10988",10988,2105.40287266265
"330","10989",10989,1739.06878782844
"331","10990",10912,331.547104770992
"332","10990",10990,331.547104770992
"333","10990",10959,331.547104770992
"334","10992",10992,921.126699014889
"335","10993",10993,3609.34704402326
"336","10994",10994,957.463556634395
"337","10996",10996,2053.07950687231
"338","10996",10997,2053.07950687231
"339","10998",10998,170.130892440598
"340","11001",11001,11660.2237033607
"341","11001",11002,11660.2237033607
"342","11003",11003,10838.272017719
"343","11004",11004,15031.5260161205
"344","11005",11005,11964.8103013286
"345","11010",11010,10651.5069038527
"346","11020",11020,3101.34159619102
"347","11021",11021,8186.02506097363
"348","11023",11023,5883.35744886158
"349","11023",11027,5883.35744886158
"350","11024",11024,2519.39109232949
"351","11030",11030,2694.75001809099
"352","11040",11040,8804.944535578
"353","11042",11042,387.278125382264
"354","11050",11050,3222.57341318488
"355","11096",11096,8017.19196632883
"356","11101",11120,15077.2787159406
"357","11101",11101,15077.2787159406
"358","11102",11102,40444.2029856048
"359","11103",11103,51085.345322767
"360","11104",11104,61353.7650460214
"361","11105",11105,23570.3239859168
"362","11106",11106,47452.9220251543
"363","11109",11109,160016.550580269
"364","11201",11201,51148.3171670757
"365","11203",11203,35929.7664693371
"366","11203",11245,35929.7664693371
"367","11203",11243,35929.7664693371
"368","11203",11202,35929.7664693371
"369","11203",11256,35929.7664693371
"370","11203",11252,35929.7664693371
"371","11203",11247,35929.7664693371
"372","11203",11242,35929.7664693371
"373","11203",11241,35929.7664693371
"374","11203",11251,35929.7664693371
"375","11203",11249,35929.7664693371
"376","11204",11204,51030.270381416
"377","11205",11205,42861.1199936845
"378","11206",11206,63691.7008470384
"379","11207",11207,34355.6184277527
"380","11208",11208,39941.9534647277
"381","11209",11209,33481.2880898971
"382","11210",11210,36632.221032842
"383","11211",11211,45147.2048831039
"384","11212",11212,56909.5377114067
"385","11213",11213,64599.6291638387
"386","11214",11214,43963.8847907377
"387","11215",11215,32405.4344589459
"388","11216",11216,62401.4314342815
"389","11217",11217,57764.0104981837
"390","11218",11218,52361.5769013812
"391","11219",11219,63479.3651493881
"392","11220",11220,52543.9616062898
"393","11221",11221,65717.5244718977
"394","11222",11222,27206.3276938074
"395","11223",11223,37955.5193482143
"396","11224",11224,31248.6833230699
"397","11225",11225,64634.0426199374
"398","11226",11226,76785.6618179595
"399","11228",11228,28269.3843588164
"400","11229",11229,39753.2774292979
"401","11230",11230,47887.4859678711
"402","11231",11231,27863.8655885296
"403","11232",11232,21492.0961410808
"404","11233",11233,61315.9392185627
"405","11234",11234,11887.5383128309
"406","11235",11235,33355.552242474
"407","11236",11236,26702.5356592265
"408","11237",11237,45396.4725341682
"409","11238",11238,31617.3321129218
"410","11239",11405,9343.66298281513
"411","11239",11239,9343.66298281513
"412","11239",11381,9343.66298281513
"413","11239",11695,9343.66298281513
"414","11239",11499,9343.66298281513
"415","11239",11352,9343.66298281513
"416","11354",11354,24318.6425537459
"417","11355",11355,46488.0564708906
"418","11356",11356,17044.8321681663
"419","11357",11357,14937.6243766767
"420","11358",11358,18652.205786104
"421","11359",11359,0
"422","11360",11360,14181.3956753733
"423","11361",11361,17742.5618284278
"424","11362",11362,8742.11280176668
"425","11363",11363,8692.35125295897
"426","11364",11364,14514.6291511176
"427","11365",11365,17399.1099111384
"428","11366",11366,8510.1923666912
"429","11367",11367,22074.0194208729
"430","11368",11368,40651.5248826685
"431","11369",11369,30771.8805054712
"432","11370",11370,18635.0279045551
"433","11371",11371,0
"434","11372",11372,90702.8714761896
"435","11373",11373,65772.6084403641
"436","11373",11380,65772.6084403641
"437","11374",11374,48861.9775319128
"438","11375",11375,31115.1963744573
"439","11377",11377,32997.3792599434
"440","11378",11378,15536.3134059074
"441","11379",11379,16870.4376227465
"442","11385",11385,28730.975052418
"443","11385",11386,28730.975052418
"444","11411",11411,17383.9904667475
"445","11412",11412,25137.1513510079
"446","11413",11413,14942.0261840719
"447","11414",11414,13467.3538319113
"448","11415",11415,38168.9553599095
"449","11416",11431,40416.8197597736
"450","11416",11416,40416.8197597736
"451","11417",11417,27024.0882293087
"452","11418",11418,21875.976634776
"453","11419",11419,41665.4242402523
"454","11420",11420,23750.4359077958
"455","11421",11421,32638.9489063566
"456","11422",11422,15762.8924046642
"457","11423",11423,20680.2362229722
"458","11424",11424,0
"459","11426",11426,14306.4281465921
"460","11427",11427,16016.0539202474
"461","11428",11428,22722.4640127818
"462","11429",11429,21151.5044442333
"463","11430",11430,62.9019002132196
"464","11432",11432,31496.2100295163
"465","11432",11439,31496.2100295163
"466","11433",11433,24676.8505249314
"467","11434",11434,20833.288534414
"468","11435",11435,38674.9147793679
"469","11436",11436,26787.4187028032
"470","11451",11451,0
"471","11501",11501,10611.3907164644
"472","11507",11507,6229.76110443531
"473","11509",11509,2078.45706723044
"474","11510",11510,8384.95253988646
"475","11514",11514,4882.83585607246
"476","11516",11516,9494.34524885599
"477","11518",11518,7440.31790277669
"478","11520",11520,8867.94505754348
"479","11530",11531,3875.58422922988
"480","11530",11530,3875.58422922988
"481","11530",11599,3875.58422922988
"482","11542",11542,4318.19594238025
"483","11545",11545,1044.4146018691
"484","11547",11547,1714.12857120712
"485","11548",11548,2249.76028501052
"486","11549",11549,10092.3544474334
"487","11550",11551,14411.7793065253
"488","11550",11550,14411.7793065253
"489","11552",11552,7455.85013164686
"490","11553",11553,8753.34949053784
"491","11553",11555,8753.34949053784
"492","11554",11554,5680.92380143217
"493","11556",11556,0
"494","11557",11557,4169.40638603014
"495","11558",11558,5747.01428513153
"496","11559",11559,2195.63381101318
"497","11560",11560,931.05579185621
"498","11561",11561,9682.89142340116
"499","11563",11563,9705.48111219855
"500","11565",11565,7893.23725947222
"501","11566",11566,6473.70104100689
"502","11568",11568,484.349144002402
"503","11569",11569,3562.63381358571
"504","11570",11570,7848.25623910858
"505","11570",11571,7848.25623910858
"506","11572",11572,6423.4112374709
"507","11575",11575,10920.6280810988
"508","11576",11576,2777.81231265366
"509","11577",11577,4325.62922337965
"510","11579",11579,4525.04431823419
"511","11580",11582,10969.9383128159
"512","11580",11580,10969.9383128159
"513","11581",11581,8317.26367182106
"514","11590",11815,7195.75012784789
"515","11590",11053,7195.75012784789
"516","11590",11054,7195.75012784789
"517","11590",11055,7195.75012784789
"518","11590",11590,7195.75012784789
"519","11590",11051,7195.75012784789
"520","11590",11052,7195.75012784789
"521","11590",11026,7195.75012784789
"522","11590",11022,7195.75012784789
"523","11596",11596,7841.77916645667
"524","11598",11598,7393.29668406138
"525","11691",11691,25603.5562168524
"526","11691",11690,25603.5562168524
"527","11692",11692,22884.5548707823
"528","11693",11693,13215.5683979606
"529","11694",11694,12264.6247419643
"530","11697",11697,2013.82153219397
"531","11701",11701,6073.03792749554
"532","11702",11702,1216.95773137265
"533","11703",11703,5646.01237242204
"534","11704",11707,5105.55594671452
"535","11704",11704,5105.55594671452
"536","11705",11705,2435.7432746786
"537","11706",11706,4054.71572208319
"538","11709",11709,4542.31860789534
"539","11710",11710,7084.21920891666
"540","11713",11713,1654.32127249754
"541","11714",11714,5319.45173752224
"542","11715",11715,2235.20958601904
"543","11716",11716,1128.4904967152
"544","11718",11718,3398.39762555817
"545","11719",11719,618.039813308961
"546","11720",11720,3484.32008015486
"547","11721",11721,2638.78016227719
"548","11722",11722,5517.13402994963
"549","11724",11724,765.627657871736
"550","11725",11725,2991.85269215874
"551","11726",11726,8665.5738992492
"552","11727",11727,3128.88922331608
"553","11729",11729,4300.94802452194
"554","11730",11730,3197.55273427791
"555","11731",11731,3592.19093160314
"556","11732",11732,1640.43440515021
"557","11733",11733,1482.3756953393
"558","11735",11735,3053.07579861703
"559","11735",11737,3053.07579861703
"560","11738",11738,4044.82033851285
"561","11739",11739,335.209616473686
"562","11740",11740,2920.93013241668
"563","11741",11741,3510.69374700304
"564","11742",544,2562.38826343074
"565","11742",501,2562.38826343074
"566","11742",11742,2562.38826343074
"567","11743",11743,1652.82586007719
"568","11746",11746,2773.56442621275
"569","11747",11760,1574.07148145306
"570","11747",11747,1574.07148145306
"571","11747",11775,1574.07148145306
"572","11749",11749,1637.67161930458
"573","11751",11751,3318.02662486572
"574","11752",11752,2225.80813778097
"575","11753",11853,3210.7964186007
"576","11753",11753,3210.7964186007
"577","11754",11754,2398.48467520384
"578","11755",11755,3646.19561244148
"579","11756",11756,7696.10558739306
"580","11757",11757,6545.33345506746
"581","11758",11758,4565.30368877284
"582","11762",11762,6970.96533291081
"583","11763",11763,2197.95674860384
"584","11764",11764,1364.93332148104
"585","11765",11765,357.874584421666
"586","11766",11766,1904.813439177
"587","11767",11767,3345.61871229426
"588","11768",11768,1451.02540457195
"589","11769",11769,2072.62264244003
"590","11770",11770,205.15736924094
"591","11771",11771,938.480704318728
"592","11772",11772,2789.80396632324
"593","11776",11776,3305.82178220191
"594","11777",11777,2128.30443376973
"595","11778",11778,1916.53188953224
"596","11779",11779,3069.12534975402
"597","11780",11780,1354.98730272448
"598","11782",11782,2617.21390902563
"599","11783",11783,6095.06973288816
"600","11784",11784,4742.64250614728
"601","11786",11786,1309.6719730625
"602","11787",11787,2326.11848897884
"603","11788",11788,1986.54475669534
"604","11789",11789,4400.14693682994
"605","11790",11790,2733.0084137724
"606","11791",11773,2013.42773971862
"607","11791",11791,2013.42773971862
"608","11792",11792,865.769683704649
"609","11793",11793,3195.45415713032
"610","11794",11794,6648.13592656344
"611","11795",11795,4403.58033150333
"612","11796",11796,2976.87907694352
"613","11797",11797,1832.55242742204
"614","11801",11802,6261.12237285328
"615","11801",11819,6261.12237285328
"616","11801",11801,6261.12237285328
"617","11803",11803,4905.91334838202
"618","11804",11804,1635.35509936702
"619","11901",11901,580.623340543277
"620","11930",11930,80.2149514787833
"621","11931",11931,108.410645300923
"622","11932",11932,96.1548655197589
"623","11933",11933,267.313752155499
"624","11934",11934,1485.05128395394
"625","11935",11935,285.345184147023
"626","11937",11937,588.118903975834
"627","11939",11939,777.809949534146
"628","11940",11940,1099.28953763205
"629","11941",11941,602.400027256145
"630","11942",11942,691.760600658355
"631","11944",11944,1165.82907950459
"632","11946",11946,1281.58813418684
"633","11947",11947,7390.21621493002
"634","11948",11948,276.363062601111
"635","11949",11949,359.289075409938
"636","11950",11950,4582.03405176167
"637","11951",11951,3298.69900096588
"638","11952",11952,511.469412248585
"639","11953",11953,1297.61630746579
"640","11954",11954,219.803123603372
"641","11955",11955,1176.60873731405
"642","11956",11956,231.030155596162
"643","11957",11957,178.01603577518
"644","11958",11958,295.021962587325
"645","11959",11959,94.1816566938292
"646","11960",11960,521.935012095555
"647","11961",11961,827.270689349658
"648","11962",11962,92.9541499313177
"649","11963",11963,556.39680750535
"650","11964",11964,304.684652314633
"651","11965",11965,153.613206897871
"652","11967",11967,2063.68237277033
"653","11968",11969,530.071064526811
"654","11968",11968,530.071064526811
"655","11970",11970,1188.1793972663
"656","11971",11971,593.655554951332
"657","11972",11972,384.098728940151
"658","11973",11973,17.4477332453263
"659","11975",11975,104.443085222133
"660","11976",11976,188.662286403895
"661","11977",11977,484.266857723067
"662","11978",11978,430.273298646209
"663","11980",11980,426.975684304623
"664","12007",12007,62.7648321000987
"665","12008",12008,911.588617069452
"666","12009",12009,153.311443186548
"667","12009",12107,153.311443186548
"668","12010",12010,213.077508233636
"669","12015",12015,270.272018381558
"670","12017",12017,29.8460496255706
"671","12018",12018,152.967132338103
"672","12019",12019,551.020679013067
"673","12020",12020,451.829700960318
"674","12022",12022,45.0512307716364
"675","12023",12023,39.9794577710405
"676","12024",12024,28.1764544890483
"677","12025",12025,125.942579722711
"678","12027",12027,630.745025193064
"679","12028",12028,47.7730550430291
"680","12029",12029,48.85551139323
"681","12031",12031,63.5194255054479
"682","12032",12032,7.58559839017766
"683","12033",12033,272.699145487593
"684","12035",12035,47.198472510494
"685","12036",12036,47.6029390321362
"686","12037",12037,111.755345057322
"687","12040",12040,485.370247822751
"688","12041",12041,180.017113150924
"689","12042",12042,57.3373214192572
"690","12043",12043,123.956186315387
"691","12045",12045,191.963820105476
"692","12046",12046,41.2595704608234
"693","12047",12047,2647.35447191086
"694","12051",12051,318.447017291614
"695","12052",12052,64.0417697413918
"696","12052",12082,64.0417697413918
"697","12053",12141,76.6746357311516
"698","12053",12053,76.6746357311516
"699","12054",12054,1099.26295928416
"700","12056",12056,96.7994671519026
"701","12057",12057,51.4155741911824
"702","12058",12058,72.7948036207472
"703","12059",12059,67.2075635241333
"704","12060",12060,49.0467708177723
"705","12061",12061,486.767965959273
"706","12062",12062,51.787721933951
"707","12063",12063,582.365068800508
"708","12064",12064,34.8335293505499
"709","12065",12065,1273.59277172602
"710","12066",12066,55.9116041890444
"711","12067",12067,63.939146296891
"712","12068",12068,92.6521618371169
"713","12069",12069,1038.32452188204
"714","12070",12070,191.151860341178
"715","12071",12071,16.0533310422624
"716","12072",12016,57.8429989977426
"717","12072",12072,57.8429989977426
"718","12074",12074,82.5601925294709
"719","12075",12544,86.774771540995
"720","12075",12075,86.774771540995
"721","12076",12076,19.1239496041499
"722","12077",12077,665.481954085831
"723","12078",12078,208.359031779993
"724","12083",12083,83.3994595989029
"725","12084",12084,1326.4438405059
"726","12085",12085,461.517896659447
"727","12086",12086,269.29911552803
"728","12087",12087,83.7875643182948
"729","12090",12133,101.563734470996
"730","12090",12090,101.563734470996
"731","12092",12092,91.9897713705821
"732","12093",12093,19.2694830279409
"733","12094",12094,80.667912596076
"734","12095",12095,184.248505392673
"735","12106",12106,137.010581228377
"736","12108",12108,5.41733816299974
"737","12110",12110,1392.07572904681
"738","12110",12128,1392.07572904681
"739","12115",12115,17.2824016272176
"740","12116",12116,38.2528302002623
"741","12116",13747,38.2528302002623
"742","12117",12117,64.7562406400336
"743","12118",12118,482.755283841689
"744","12120",12120,40.3550179678141
"745","12121",12121,120.530199477676
"746","12122",12122,34.8265157608269
"747","12123",12123,152.775563767718
"748","12124",12124,116.883459184676
"749","12125",12125,71.6750112645069
"750","12130",12130,559.227898822143
"751","12131",12131,18.0044751644873
"752","12132",12132,256.629716594876
"753","12134",12134,21.6556663948315
"754","12136",12136,43.0251014131409
"755","12137",12137,100.718291924141
"756","12138",12138,31.5232650526217
"757","12139",12139,1.11128859173311
"758","12140",12140,213.318563838145
"759","12143",12143,286.331925656452
"760","12144",12144,1180.92505894568
"761","12147",12147,26.60754299027
"762","12148",12148,263.751035322968
"763","12149",12149,49.0438603254006
"764","12150",12150,558.88447191229
"765","12151",12151,378.488391690876
"766","12153",12153,44.1835221128062
"767","12154",12154,67.2821391266606
"768","12155",12155,34.5681700523271
"769","12156",12156,64.8298662419665
"770","12157",12073,88.5354405782229
"771","12157",12157,88.5354405782229
"772","12158",12158,211.897119918413
"773","12159",12159,582.121960207705
"774","12160",12160,47.4833217048239
"775","12161",12161,415.556675511203
"776","12164",12164,4.4527546877548
"777","12165",12165,119.48105181508
"778","12166",12166,33.4739448155471
"779","12167",12167,42.205329035841
"780","12168",12168,54.9318011688043
"781","12169",12169,35.0972580639927
"782","12170",12170,165.492153229255
"783","12172",12172,344.109596053226
"784","12173",12173,125.017791251997
"785","12174",12174,521.005928380377
"786","12175",12175,27.1010701957194
"787","12176",12176,83.5450628120563
"788","12177",12177,751.694089690384
"789","12180",12180,961.696043245782
"790","12180",12181,961.696043245782
"791","12182",12182,1045.14503355136
"792","12183",12183,3957.35571520222
"793","12184",12184,191.696862276789
"794","12185",12185,74.6470675568577
"795","12186",12186,199.54688595145
"796","12186",12055,199.54688595145
"797","12187",12187,37.9924764251485
"798","12188",12188,878.292172586303
"799","12189",12189,2926.98897737247
"800","12190",12190,3.86248188040062
"801","12192",12192,63.9684315130116
"802","12193",12193,48.2021255036615
"803","12194",12194,12.9295966313135
"804","12195",12195,197.755116628556
"805","12196",12196,429.742211345447
"806","12197",12197,34.9047348109517
"807","12198",12198,553.930696194044
"808","12202",12202,4734.51156361193
"809","12203",12203,2883.0610491755
"810","12204",12204,2035.53271106024
"811","12205",12205,1686.14156352825
"812","12205",12212,1686.14156352825
"813","12206",12206,7039.96197623906
"814","12207",12229,2127.05766823154
"815","12207",12241,2127.05766823154
"816","12207",12232,2127.05766823154
"817","12207",12224,2127.05766823154
"818","12207",12239,2127.05766823154
"819","12207",12237,2127.05766823154
"820","12207",12242,2127.05766823154
"821","12207",12240,2127.05766823154
"822","12207",12252,2127.05766823154
"823","12207",12207,2127.05766823154
"824","12207",12230,2127.05766823154
"825","12207",12250,2127.05766823154
"826","12207",12214,2127.05766823154
"827","12207",12225,2127.05766823154
"828","12207",12231,2127.05766823154
"829","12207",12260,2127.05766823154
"830","12207",12236,2127.05766823154
"831","12207",12235,2127.05766823154
"832","12207",12233,2127.05766823154
"833","12207",12249,2127.05766823154
"834","12207",12238,2127.05766823154
"835","12207",12248,2127.05766823154
"836","12207",12223,2127.05766823154
"837","12207",12234,2127.05766823154
"838","12207",12226,2127.05766823154
"839","12207",12257,2127.05766823154
"840","12207",12256,2127.05766823154
"841","12207",12201,2127.05766823154
"842","12207",12228,2127.05766823154
"843","12207",12246,2127.05766823154
"844","12207",12244,2127.05766823154
"845","12207",12243,2127.05766823154
"846","12207",12261,2127.05766823154
"847","12207",12227,2127.05766823154
"848","12207",12288,2127.05766823154
"849","12207",12245,2127.05766823154
