"","channel","mean","SD"
"1","Q12_1",19.6506301369863,29.7587995461177
"2","Q12_2",53.5068493150685,100.591618521099
"3","Q12_3",22.8986301369863,36.7409721779359
"4","Q12_4",23.5741758241758,30.9002214214051
"5","Q12_5",31.2554945054945,41.5795973692104
"6","Q12_6",19.2410958904109,36.1060245635647
